id,date,store_nbr,family,sales,onpromotion,dcoilwtico,holiday,"s(1,7)","s(2,7)","s(3,7)","s(4,7)","s(5,7)","s(6,7)","s(7,7)","sin(1,freq=YE-DEC)","cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)","sin(3,freq=YE-DEC)","cos(3,freq=YE-DEC)","sin(4,freq=YE-DEC)","cos(4,freq=YE-DEC)",sales_lag_1,sales_lag_7
2520909,2016-11-18,41,CELEBRATION,8.0,0,45.69,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6855476064742156,0.7280278011569846,-0.998195433059714,0.06004895851494788,-0.7678804460365986,-0.640593178698177,-0.11988119229922642,-0.9927882451625402,18.0,14.0
2948348,2017-07-17,34,PREPARED FOODS,51.0,0,46.02,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.24702218048093572,-0.9690098257244062,0.4787338401157886,0.877960084700888,-0.6807734094770158,-0.7324940716135793,0.8406184056344784,0.541627820655981,37.288002,31.871
940517,2014-06-13,48,HOME APPLIANCES,1.0,0,107.49,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3294084822245304,-0.9441875088341993,-0.622046748440868,0.7829801036770624,0.8452490573530637,-0.5343725582809781,-0.9741004551724208,0.22611568550828692,0.0,2.0
2028814,2016-02-16,34,CLEANING,891.0,14,29.05,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7101350157125358,0.7040655221348057,0.9999631612477099,-0.008583481082086933,0.6979441547663435,-0.7161521883143933,-0.017166329754707124,-0.9998526477050269,902.0,539.0
2328660,2016-08-02,47,HOME AND KITCHEN I,53.0,0,39.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5074150932938452,-0.8617017599480683,0.8744809578310394,0.4850598461951968,-0.9996684675143132,0.025747913654986614,0.8483511978123046,-0.5294338912181841,31.0,16.0
900534,2014-05-22,26,PRODUCE,0.0,0,104.03,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6551563572090853,-0.7554933140726803,-0.989932495087353,0.141540295217043,0.840618405634478,0.5416278206559816,-0.28023067519921585,-0.9599326896597447,0.0,0.0
786102,2014-03-19,16,DELI,190.0,0,100.71,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.970063921851507,0.24284972209593583,0.47115950767386416,-0.8820480249558534,-0.7412220108485954,-0.6712599575675318,-0.8311706263658084,0.5560174366570438,162.0,155.0
59893,2013-02-03,39,SCHOOL AND OFFICE SUPPLIES,0.0,0,97.46,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5380051715382996,0.8429415373547828,0.9070138128026359,0.4211008707960896,0.9911140639934547,-0.13301470653419567,0.7638886127905428,-0.6453481132295501,0.0,0.0
793620,2014-03-23,27,BEVERAGES,3567.0,0,99.97,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9844738167520922,0.1755314904214282,0.3456123126707335,-0.9383773917408641,-0.8631421280499111,-0.504961054721521,-0.6486295610349818,0.7611042586607742,2679.0,3967.0
15813,2013-01-09,52,CELEBRATION,0.0,0,93.08,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13727877211326478,0.9905324521322229,0.2719581575341055,0.9623090774541486,0.401487989205973,0.9158642882672872,0.5234156073655503,0.8520775211013093,0.0,0.0
2993354,2017-08-11,47,MAGAZINES,28.0,0,48.81,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6287628145958345,-0.7775971469736268,0.9778483415056568,0.2093146459630485,-0.8919813464595485,0.4520722039323043,0.40935595881562137,-0.9123747579707273,17.0,9.0
1834635,2015-10-29,36,AUTOMOTIVE,4.0,0,46.02,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8919813464595484,0.4520722039323045,-0.806479946320945,-0.5912614448635778,0.16280701293851588,-0.9866579328916572,0.9536809966304453,-0.3008198076356688,3.0,5.0
262596,2013-05-28,27,HOME AND KITCHEN I,0.0,0,94.65,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5737722679043249,-0.8190148866680798,-0.9398560579418956,0.34157076916785517,0.9657399376548549,0.2595117970697999,-0.642054713236563,-0.7666588193001597,0.0,0.0
1101377,2014-09-12,12,BEAUTY,3.0,0,92.18,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9427611433904206,-0.33346877891818705,0.6287628145958348,-0.7775971469736266,0.5234156073655504,0.8520775211013092,-0.977848341505657,0.20931464596304752,0.0,1.0
2615747,2017-01-11,52,BEAUTY,0.0,0,52.19,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1712931441814776,0.9852201067560606,0.3375228995941133,0.9413173175128471,0.49377555015997726,0.869589389346611,0.6354323008901774,0.7721565844991642,0.0,0.0
2777265,2017-04-12,34,HOME CARE,185.0,10,53.12,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9859481499638304,-0.16705162550211902,-0.3294084822245298,-0.9441875088341996,-0.8758917051442433,0.48250774176121763,0.6220467484408669,0.7829801036770633,236.0,217.0
1551287,2015-05-23,35,MAGAZINES,0.0,0,58.88,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6420547132365637,-0.766658819300159,-0.9844738167520923,0.17553149042142777,0.8674563547295964,0.49751328890718144,-0.3456123126707326,-0.9383773917408644,0.0,0.0
1247768,2014-12-03,2,BREAD/BAKERY,404.661,0,67.3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.47873384011578907,0.8779600847008878,-0.840618405634479,0.5416278206559803,-0.9973249731081556,0.07309512989807726,-0.9106046300942151,-0.4132786077829067,514.155,447.561
1260342,2014-12-10,22,CELEBRATION,0.0,0,60.99,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3697245428906732,0.9291414114031743,-0.687052767223667,0.7266075247685656,-0.9070138128026363,0.4211008707960887,-0.9984354211555643,0.05591699010060317,0.0,0.0
2240690,2016-06-14,29,MAGAZINES,0.0,0,48.49,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304114832327518,-0.9526353808033825,-0.5794210982045639,0.8150283375168111,0.7998392447397199,-0.6002142805483676,-0.9444892287836615,0.3285423819108342,0.0,1.0
2104554,2016-03-30,1,GROCERY I,2632.0,24,36.91,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9990791668951153,0.042904758199554596,0.08573050015569475,-0.9963183634476755,-0.9917226741361014,-0.12839835514655154,-0.17082974322534497,0.9853005626861089,2698.0,2774.0
1268166,2014-12-14,41,DELI,397.49,1,57.81,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3049212246562894,0.9523775757303973,-0.5808002734538015,0.8140460935082173,-0.8013610881746767,0.5981809144059161,-0.945596387427143,0.3253420847119788,254.523,341.754
2054332,2016-03-01,5,HOME AND KITCHEN II,22.0,1,34.39,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8573146280763322,0.5147928015098309,0.8826787983255476,-0.4699767430273197,0.051478754770347177,-0.9986740898848305,-0.8296770135526185,-0.5582437220268655,28.0,25.0
25339,2013-01-15,2,POULTRY,253.46901,0,93.26,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2386727660059501,0.9711000518829505,0.4635502709028509,0.886070621534138,0.6616346182422783,0.7498264012045687,0.8214765533024142,0.5702422926917871,189.927,200.62599
805953,2014-03-30,22,PLAYERS AND ELECTRONICS,0.0,0,101.73,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9984354211555643,0.05591699010060326,0.11165900712169467,-0.993746580436178,-0.9859481499638303,-0.1670516255021195,-0.22192151300416588,0.9750645322571947,0.0,0.0
1597662,2015-06-18,37,AUTOMOTIVE,1.0,0,60.41,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24702218048093594,-0.9690098257244061,-0.47873384011578907,0.8779600847008878,0.6807734094770164,-0.7324940716135787,-0.840618405634479,0.5416278206559803,5.0,4.0
1479516,2015-04-13,21,PLAYERS AND ELECTRONICS,0.0,0,51.95,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,-0.8498170915275282,0.5270777086423716,0.6744436188329453,0.7383263540031066,0.0,0.0
2789696,2017-04-19,33,DAIRY,288.0,96,50.49,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9587178169872964,-0.2843591872810036,-0.5452404385406511,-0.8382797052177743,-0.6486295610349812,0.7611042586607748,0.9141279881853339,0.40542572835999696,436.0,425.0
1232814,2014-11-24,5,AUTOMOTIVE,12.0,0,75.74,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6084768701151264,0.7935716089521472,-0.9657399376548551,0.25951179706979915,-0.9242907221930933,-0.3816892202666591,-0.5012418134457746,-0.8653072543632068,10.0,5.0
2446685,2016-10-07,9,SEAFOOD,10.0,1,49.76,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9955457941960382,0.09427922177542405,-0.18771856543719792,-0.9822228566828408,0.9601498736716021,-0.27948563485160827,0.36876293119225867,0.9295234803804009,12.0,8.0
1774463,2015-09-25,47,LAWN AND GARDEN,17.0,0,45.55,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9932568492674143,-0.11593459959550066,0.23030567023061246,-0.9731183372332619,0.9398560579418956,0.341570769167855,-0.44822934174041107,0.8939185965192568,12.0,8.0
2319778,2016-07-28,48,EGGS,63.0,1,41.13,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4316728524737836,-0.9020302369860708,0.7787639308347604,0.6273170968742942,-0.9732643737003822,-0.22968774213179652,0.9770638564833509,-0.212946519938415,84.0,65.0
1468942,2015-04-07,25,GROCERY II,16.0,0,53.95,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966589017541702,-0.08167639533042241,-0.16280701293851646,-0.9866579328916572,-0.9700639218515072,0.24284972209593494,0.3212696616923639,0.9469877530760755,9.0,9.0
2557757,2016-12-09,25,PET SUPPLIES,4.0,1,51.51,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3846650997070013,0.923056206884176,-0.710135015712536,0.7040655221348054,-0.9263239682514944,0.37672789363518644,-0.9999631612477099,-0.008583481082087467,3.0,9.0
2739336,2017-03-22,20,CELEBRATION,1.0,0,47.29,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9813064702716093,0.19245158197082998,0.3777079652039649,-0.9259247771938498,-0.835925479418637,-0.5488429582847191,-0.6994583270516471,0.7146733860429608,4.0,2.0
2646925,2017-01-29,27,POULTRY,527.904,0,53.18,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4635502709028509,0.886070621534138,0.8214765533024142,0.5702422926917871,0.9922222094179323,0.12447926388678937,0.9368813462954315,-0.3496474552512284,372.269,631.69403
1747833,2015-09-10,5,LINGERIE,20.0,1,45.85,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9307239310379793,-0.3657225234972692,0.6807734094770164,-0.7324940716135787,0.432775592550431,0.9015016841318841,-0.9973249731081556,0.07309512989807726,26.0,20.0
2766979,2017-04-06,45,POULTRY,1038.101,0,51.69,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9979171608653922,-0.06450844944931623,-0.12874817745258066,-0.99167731989929,-0.9813064702716093,0.19245158197082995,0.25535329511618676,0.9668478136052776,1317.829,962.601
76811,2013-02-13,14,LAWN AND GARDEN,0.0,0,97.03,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6744436188329455,0.7383263540031065,0.995918996147179,0.09025161003104117,0.7961828637826158,-0.6050560696488488,0.1797665857255624,-0.9837092937736097,0.0,0.0
1194263,2014-11-03,18,PET SUPPLIES,2.0,0,78.77,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8498170915275282,0.5270777086423716,-0.8958392907349083,-0.44437817810461444,-0.09453674981719751,-0.9955213724144754,0.796182863782617,-0.6050560696488472,8.0,2.0
23978,2013-01-14,31,LAWN AND GARDEN,0.0,0,94.27,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2219215130041655,0.9750645322571948,0.4327755925504312,0.901501684131884,0.6220467484408675,0.7829801036770629,0.7802958510707755,0.6254105729852463,0.0,0.0
2760185,2017-04-02,54,SEAFOOD,2.0,0,50.54,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999907397361901,0.004303538296244289,0.008606996888688698,-0.9999629591162655,-0.9999166586547379,-0.012910296075009731,-0.01721335615583528,0.9998518392091162,3.0,2.0
825843,2014-04-10,30,HOME CARE,0.0,0,103.37,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9911140639934547,-0.1330147065341959,-0.2636654927280072,-0.9646141756912435,-0.9209712877166347,0.38963044953078774,0.5086709438521045,0.8609610158889943,0.0,0.0
