date,store_nbr,family,type,cluster,sales,onpromotion,dcoilwtico,holiday,before_holiday,after_holiday,special_day,store_closed,disaster,payday,sales_lag_1,sales_lag_2,sales_lag_7,pct_change,sales_window_7,sales_window_14,sales_window_30,"s(1,7)","s(2,7)","s(3,7)","s(4,7)","s(5,7)","s(6,7)","s(7,7)","sin(1,freq=YE-DEC)","cos(1,freq=YE-DEC)","sin(2,freq=YE-DEC)","cos(2,freq=YE-DEC)","sin(3,freq=YE-DEC)","cos(3,freq=YE-DEC)","sin(4,freq=YE-DEC)","cos(4,freq=YE-DEC)","sin(5,freq=YE-DEC)","cos(5,freq=YE-DEC)","sin(6,freq=YE-DEC)","cos(6,freq=YE-DEC)","sin(7,freq=YE-DEC)","cos(7,freq=YE-DEC)","sin(8,freq=YE-DEC)","cos(8,freq=YE-DEC)","sin(9,freq=YE-DEC)","cos(9,freq=YE-DEC)","sin(10,freq=YE-DEC)","cos(10,freq=YE-DEC)","sin(11,freq=YE-DEC)","cos(11,freq=YE-DEC)","sin(12,freq=YE-DEC)","cos(12,freq=YE-DEC)"
1/12/2013,0,12,3,12,7.493873887,0,1.00995527,0,0,0,0,0,0,0.000244141,7.467942332,7.342779189,7.70391021,0.133419689,7.504470222,7.577889685,7.577889685,0,0,0,0,1,0,0,0.18822671,0.982125606,0.369724543,0.929141411,0.538005172,0.842941537,0.687052767,0.726607525,0.811539059,0.584298174,0.907013813,0.421100871,0.970063922,0.242849722,0.998435421,0.05591699,0.991114064,-0.133014707,0.94836158,-0.317191289,0.871706319,-0.490028666,0.763888613,-0.645348113
1/13/2013,0,12,3,12,6.869014451,0,1.00995527,0,0,0,0,0,0,0.00012207,7.493873887,7.467942332,6.584791392,0.026285714,7.470875125,7.570536968,7.570536968,0,0,0,0,0,1,0,0.2051045,0.97874008,0.401487989,0.915864288,0.580800273,0.814046094,0.735417023,0.677614789,0.858763958,0.512371412,0.945596387,0.325342085,0.992222209,0.124479264,0.996658902,-0.081676395,0.958717817,-0.284359187,0.880012204,-0.474951072,0.763888613,-0.645348113,0.6152846,-0.788305056
1/14/2013,0,12,3,12,7.551186867,0,1.036096026,0,0,0,0,0,0,6.10E-05,6.869014451,7.493873887,7.724446646,-0.464922049,7.490050704,7.527614664,7.527614664,0,0,0,0,0,0,1,0.221921513,0.975064532,0.432775593,0.901501684,0.622046748,0.782980104,0.780295851,0.625410573,0.89963087,0.436651232,0.974100455,0.226115686,0.99999074,0.004303538,0.976010551,-0.21772323,0.903355802,-0.428891938,0.785649855,-0.618671403,0.628762815,-0.777597147,0.440518784,-0.897743394
1/15/2013,0,12,3,12,7.421775794,0,0.996689812,0,0,0,0,0,0,1,7.551186867,6.869014451,7.486052618,0.979188345,7.460901203,7.529447769,7.529447769,1,0,0,0,0,0,0,0.238672766,0.971100052,0.463550271,0.886070622,0.661634618,0.749826401,0.821476553,0.570242293,0.933837229,0.357698239,0.992222209,0.124479264,0.993256849,-0.1159346,0.936881346,-0.349647455,0.826354199,-0.563150724,0.668063864,-0.74410394,0.471159508,-0.882048025,0.24702218,-0.969009826
1/16/2013,0,12,3,12,7.778211475,0,1.036486186,0,0,0,0,0,0,0.5,7.421775794,7.551186867,7.795646536,-0.121451104,7.451739321,7.522129778,7.522129778,0,1,0,0,0,0,0,0.255353295,0.966847814,0.49377555,0.869589389,0.699458327,0.714673386,0.858763958,0.512371412,0.961129784,0.276096973,0.999768502,0.021516097,0.972118197,-0.23449139,0.880012204,-0.474951072,0.729557554,-0.683919422,0.530730048,-0.847540923,0.296712819,-0.954966755,0.043022233,-0.999074115
1/17/2013,0,12,3,12,7.407924323,0,1.08369561,0,0,0,0,0,0,0.25,7.778211475,7.421775794,7.342779189,0.428485937,7.448250656,7.511837026,7.541400124,0,0,1,0,0,0,0,0.271958158,0.962309077,0.523415607,0.852077521,0.735417023,0.677614789,0.891981346,0.452072204,0.98130647,0.192451582,0.996658902,-0.081676395,0.936881346,-0.349647455,0.806479946,-0.591261445,0.6152846,-0.788305056,0.377707965,-0.925924777,0.111659007,-0.99374658,-0.162807013,-0.986657933
1/18/2013,0,12,3,12,7.498315871,0,1.088377537,0,0,0,0,0,0,0.125,7.407924323,7.778211475,7.467942332,-0.309593632,7.456867113,7.493197929,7.533560011,0,0,0,1,0,0,0,0.288482433,0.957485188,0.552435313,0.833555772,0.769414827,0.638749422,0.920971288,0.38963045,0.994217907,0.107381347,0.982926552,-0.183998352,0.888057323,-0.459732739,0.717676914,-0.696376226,0.486272707,-0.873807104,0.213520915,-0.976938493,-0.077386479,-0.99700117,-0.361713731,-0.932289213
1/19/2013,0,12,3,12,7.579167967,0,1.088377537,0,0,0,0,0,0,0.0625,7.498315871,7.407924323,7.493873887,0.094660194,7.461311931,7.483123888,7.531520857,0,0,0,0,1,0,0,0.304921225,0.952377576,0.580800273,0.814046094,0.801361088,0.598180914,0.945596387,0.325342085,0.999768502,0.021516097,0.958717817,-0.284359187,0.826354199,-0.563150724,0.6152846,-0.788305056,0.345612313,-0.938377392,0.043022233,-0.999074115,-0.263665493,-0.964614176,-0.545240439,-0.838279705
1/20/2013,0,12,3,12,6.797940413,0,1.088377537,0,0,0,0,0,0,0.03125,7.579167967,7.498315871,6.869014451,0.084257206,7.474366947,7.47262256,7.534228326,0,0,0,0,0,1,0,0.321269662,0.946987753,0.60847687,0.793571609,0.831170626,0.556017437,0.965739938,0.259511797,0.997917161,-0.064508449,0.924290722,-0.38168922,0.752666828,-0.658401585,0.501241813,-0.865307254,0.19667289,-0.98046916,-0.128748177,-0.99167732,-0.440518784,-0.897743394,-0.70558361,-0.708626678
1/21/2013,0,12,3,12,7.426549072,0,1.088377537,0,0,0,0,0,0,0.015625,6.797940413,7.579167967,7.551186867,-0.542433538,7.469002389,7.479581924,7.506418254,0,0,0,0,0,0,1,0.3375229,0.941317318,0.635432301,0.772156584,0.858763958,0.512371412,0.98130647,0.192451582,0.98867759,-0.150055398,0.880012204,-0.474951072,0.668063864,-0.74410394,0.377707965,-0.925924777,0.043022233,-0.999074115,-0.296712819,-0.954966755,-0.601624063,-0.798779373,-0.835925479,-0.548842958
1/22/2013,0,12,3,12,7.501082124,0,1.107105242,0,0,0,0,0,0,0.0078125,7.426549072,6.797940413,7.421775794,0.875977654,7.450660796,7.455794108,7.502572725,1,0,0,0,0,0,0,0.353676122,0.935367949,0.661634618,0.749826401,0.88406751,0.467359217,0.992222209,0.124479264,0.972118197,-0.23449139,0.826354199,-0.563150724,0.573772268,-0.819014887,0.24702218,-0.969009826,-0.111659007,-0.99374658,-0.455906694,-0.890027576,-0.741222011,-0.671259958,-0.930723931,-0.365722523
1/23/2013,0,12,3,12,7.72841578,0,1.066918708,0,0,0,0,0,0,0.00390625,7.501082124,7.426549072,7.778211475,0.07742704,7.462050817,7.45690836,7.502501795,0,1,0,0,0,0,0,0.369724543,0.929141411,0.687052767,0.726607525,0.907013813,0.421100871,0.998435421,0.05591699,0.94836158,-0.317191289,0.763888613,-0.645348113,0.471159508,-0.882048025,0.111659007,-0.99374658,-0.263665493,-0.964614176,-0.601624063,-0.798779373,-0.85432217,-0.519743812,-0.98594815,-0.167051626
1/24/2013,0,12,3,12,7.533158807,0,1.078233363,0,0,0,0,0,0,0.001953125,7.72841578,7.501082124,7.407924323,0.255389718,7.452485312,7.450370225,7.513957196,0,0,1,0,0,0,0,0.385663406,0.922639549,0.711656622,0.702527474,0.927541684,0.373719715,0.999916659,-0.012910296,0.917583626,-0.397542814,0.693281227,-0.72066715,0.361713731,-0.932289213,-0.02581844,-0.999666649,-0.409355959,-0.912374758,-0.729557554,-0.683919422,-0.936881346,-0.349647455,-0.999250011,0.038722281
1/25/2013,0,12,3,12,7.442492723,0,1.070430152,0,0,0,0,0,0,0.000976563,7.533158807,7.72841578,7.498315871,-0.177454866,7.470549683,7.4637318,7.51479976,0,0,0,1,0,0,0,0.401487989,0.915864288,0.735417023,0.677614789,0.945596387,0.325342085,0.996658902,-0.081676395,0.880012204,-0.474951072,0.6152846,-0.788305056,0.24702218,-0.969009826,-0.162807013,-0.986657933,-0.545240439,-0.838279705,-0.835925479,-0.548842958,-0.98594815,-0.167051626,-0.970063922,0.242849722
1/26/2013,0,12,3,12,7.482118924,0,1.070430152,0,0,0,0,0,0,0.000488281,7.442492723,7.533158807,7.579167967,-0.086723769,7.462543105,7.461927707,7.51188908,0,0,0,0,1,0,0,0.417193603,0.908817637,0.758305808,0.651898996,0.961129784,0.276096973,0.98867759,-0.150055398,0.835925479,-0.548842958,0.530730048,-0.847540923,0.128748177,-0.99167732,-0.296712819,-0.954966755,-0.668063864,-0.74410394,-0.917583626,-0.397542814,-0.999768502,0.021516097,-0.89963087,0.436651232
1/27/2013,0,12,3,12,6.69950034,0,1.070430152,0,0,0,0,0,0,0.000244141,7.482118924,7.442492723,6.797940413,0.040445487,7.447584766,7.461065514,7.510715135,0,0,0,0,0,1,0,0.432775593,0.901501684,0.780295851,0.625410573,0.974100455,0.226115686,0.976010551,-0.21772323,0.785649855,-0.618671403,0.440518784,-0.897743394,0.008606997,-0.999962959,-0.42500034,-0.90519319,-0.774884041,-0.632103411,-0.972118197,-0.23449139,-0.977848342,0.209314646,-0.790945657,0.611886401
1/28/2013,0,12,3,12,7.436027816,0,1.101642995,0,0,0,0,0,0,0.00012207,6.69950034,7.482118924,7.426549072,-0.543098592,7.440566021,7.45488528,7.489111054,0,0,0,0,0,0,1,0.448229342,0.893918597,0.801361088,0.598180914,0.984473817,0.17553149,0.958717817,-0.284359187,0.729557554,-0.683919422,0.345612313,-0.938377392,-0.111659007,-0.99374658,-0.545240439,-0.838279705,-0.863142128,-0.504961055,-0.997917161,-0.064508449,-0.920971288,0.38963045,-0.648629561,0.761104259
1/29/2013,0,12,3,12,7.36264527,0,1.166799803,0,0,0,0,0,0,6.10E-05,7.436027816,6.69950034,7.501082124,1.09001233,7.441906728,7.446293341,7.487194443,1,0,0,0,0,0,0,0.463550271,0.886070622,0.821476553,0.570242293,0.992222209,0.124479264,0.936881346,-0.349647455,0.668063864,-0.74410394,0.24702218,-0.969009826,-0.23030567,-0.973118337,-0.655156357,-0.755493314,-0.930723931,-0.365722523,-0.994217907,0.107381347,-0.831170626,0.556017437,-0.47873384,0.877960085
1/30/2013,0,12,3,12,7.676937146,0,1.180845583,0,0,0,0,0,0,3.05E-05,7.36264527,7.436027816,7.72841578,-0.07079646,7.422117499,7.442283478,7.483003346,0,1,0,0,0,0,0,0.47873384,0.877960085,0.840618406,0.541627821,0.997324973,0.07309513,0.91060463,-0.413278608,0.601624063,-0.798779373,0.145799197,-0.989314204,-0.345612313,-0.938377392,-0.752666828,-0.658401585,-0.976010551,-0.21772323,-0.961129784,0.276096973,-0.711656622,0.702527474,-0.288482433,0.957485188
1/31/2013,0,12,3,12,7.311218384,0,1.167970285,0,0,0,0,0,0,1,7.676937146,7.36264527,7.533158807,0.36952381,7.412332853,7.432610596,7.490356107,0,0,1,0,0,0,0,0.49377555,0.869589389,0.858763958,0.512371412,0.999768502,0.021516097,0.880012204,-0.474951072,0.530730048,-0.847540923,0.043022233,-0.999074115,-0.455906694,-0.890027576,-0.835925479,-0.548842958,-0.997917161,-0.064508449,-0.89963087,0.436651232,-0.566701756,0.823923006,-0.085964799,0.996298175
2/1/2013,0,12,3,12,7.500529485,0,1.160557235,0,0,0,0,0,0,0.5,7.311218384,7.676937146,7.442492723,-0.306444135,7.379721267,7.426166346,7.484874133,0,0,0,1,0,0,0,0.508670944,0.860961016,0.875891705,0.482507742,0.999546281,-0.030120305,0.845249057,-0.534372558,0.455906694,-0.890027576,-0.060213277,-0.998185534,-0.559589262,-0.828770087,-0.903355802,-0.428891938,-0.995918996,0.09025161,-0.811539059,0.584298174,-0.401487989,0.915864288,0.120208045,0.992748722
2/2/2013,0,12,3,12,7.646353722,0,1.160557235,0,0,0,0,0,0,0.25,7.500529485,7.311218384,7.482118924,0.20855615,7.388769497,7.426336465,7.468950771,0,0,0,0,1,0,0,0.523415607,0.852077521,0.891981346,0.452072204,0.996658902,-0.081676395,0.806479946,-0.591261445,0.377707965,-0.925924777,-0.162807013,-0.986657933,-0.655156357,-0.755493314,-0.953680997,-0.300819808,-0.970063922,0.242849722,-0.699458327,0.714673386,-0.221921513,0.975064532,0.321269662,0.946987753
2/3/2013,0,12,3,12,6.698268054,0,1.160557235,0,0,0,0,0,0,0.125,7.646353722,7.500529485,6.69950034,0.157079646,7.416378479,7.432103347,7.46839911,0,0,0,0,0,1,0,0.538005172,0.842941537,0.907013813,0.421100871,0.991114064,-0.133014707,0.763888613,-0.645348113,0.296712819,-0.954966755,-0.263665493,-0.964614176,-0.741222011,-0.671259958,-0.98594815,-0.167051626,-0.920971288,0.38963045,-0.566701756,0.823923006,-0.034421612,0.999407401,0.508670944,0.860961016
2/4/2013,0,12,3,12,7.70616297,0,1.111787169,0,0,0,0,0,0,0.0625,6.698268054,7.646353722,7.436027816,-0.612810707,7.416292572,7.428502945,7.444404583,0,0,0,0,0,0,1,0.552435313,0.833555772,0.920971288,0.38963045,0.982926552,-0.183998352,0.717676914,-0.696376226,0.213520915,-0.976938493,-0.361713731,-0.932289213,-0.816538051,-0.577291617,-0.999546281,-0.030120305,-0.849817092,0.527077709,-0.417193603,0.908817637,0.154308821,0.988022666,0.674443619,0.738326354
2/5/2013,0,12,3,12,7.533158807,0,1.130124714,0,0,0,0,0,0,0.03125,7.70616297,6.698268054,7.36264527,1.741975309,7.460490306,7.451241685,7.444502029,1,0,0,0,0,0,0,0.566701756,0.823923006,0.933837229,0.357698239,0.972118197,-0.23449139,0.668063864,-0.74410394,0.128748177,-0.99167732,-0.455906694,-0.890027576,-0.880012204,-0.474951072,-0.994217907,0.107381347,-0.758305808,0.651898996,-0.255353295,0.966847814,0.3375229,0.941317318,0.811539059,0.584298174
2/6/2013,0,12,3,12,7.62900389,0,1.120760861,0,0,0,0,0,0,0.015625,7.533158807,7.70616297,7.676937146,-0.158937416,7.484288383,7.453686016,7.466570747,0,1,0,0,0,0,0,0.580800273,0.814046094,0.945596387,0.325342085,0.958717817,-0.284359187,0.6152846,-0.788305056,0.043022233,-0.999074115,-0.545240439,-0.838279705,-0.930723931,-0.365722523,-0.970063922,0.242849722,-0.648629561,0.761104259,-0.085964799,0.996298175,0.508670944,0.860961016,0.914127988,0.405425728
2/7/2013,0,12,3,12,7.296413269,0,1.097351229,0,0,0,0,0,0,0.0078125,7.62900389,7.533158807,7.311218384,0.100642398,7.476148757,7.444749777,7.462636065,0,0,1,0,0,0,0,0.594726687,0.803927962,0.956234827,0.292600336,0.942761143,-0.333468779,0.559589262,-0.828770087,-0.043022233,-0.999074115,-0.628762815,-0.777597147,-0.967937783,-0.251190064,-0.927541684,0.373719715,-0.523415607,0.852077521,0.085964799,0.996298175,0.661634618,0.749826401,0.977848342,0.209314646
2/8/2013,0,12,3,12,7.477604243,0,1.092279142,0,0,0,0,0,0,0.00390625,7.296413269,7.62900389,7.500529485,-0.28307393,7.474366947,7.428163415,7.456724113,0,0,0,1,0,0,0,0.60847687,0.793571609,0.965739938,0.259511797,0.924290722,-0.38168922,0.501241813,-0.865307254,-0.128748177,-0.99167732,-0.70558361,-0.708626678,-0.991114064,-0.133014707,-0.867456355,0.497513289,-0.385663406,0.922639549,0.255353295,0.966847814,0.790945657,0.611886401,0.99999074,0.004303538
2/9/2013,0,12,3,12,7.347943823,0,1.092279142,0,0,0,0,0,0,0.001953125,7.477604243,7.296413269,7.646353722,0.198778833,7.471037806,7.430749422,7.443897711,0,0,0,0,1,0,0,0.622046748,0.782980104,0.974100455,0.226115686,0.903355802,-0.428891938,0.440518784,-0.897743394,-0.213520915,-0.976938493,-0.774884041,-0.632103411,-0.999916659,-0.012910296,-0.790945657,0.611886401,-0.238672766,0.971100052,0.417193603,0.908817637,0.891981346,0.452072204,0.979613692,-0.200890555
2/10/2013,0,12,3,12,5.955837369,0,1.092279142,0,1,0,0,0,0,0.000976563,7.347943823,7.477604243,6.698268054,-0.121675156,7.426123812,7.421263017,7.444053699,0,0,0,0,0,1,0,0.635432301,0.772156584,0.98130647,0.192451582,0.880012204,-0.474951072,0.377707965,-0.925924777,-0.296712819,-0.954966755,-0.835925479,-0.548842958,-0.994217907,0.107381347,-0.699458327,0.714673386,-0.085964799,0.996298175,0.566701756,0.823923006,0.961129784,0.276096973,0.917583626,-0.397542814
2/11/2013,0,12,3,12,6.12905021,0,1.143000011,1,1,0,0,0,0,0.000488281,5.955837369,7.347943823,7.70616297,-0.75193299,7.389299205,7.402886966,7.417079777,0,0,0,0,0,0,1,0.648629561,0.761104259,0.987349442,0.158559385,0.85432217,-0.519743812,0.313107041,-0.949717843,-0.377707965,-0.925924777,-0.888057323,-0.459732739,-0.974100455,0.226115686,-0.594726687,0.803927962,0.068802427,0.997630305,0.699458327,0.714673386,0.995918996,0.09025161,0.816538051,-0.577291617
2/12/2013,0,12,3,12,6.444131257,0,1.161337556,1,0,1,0,0,0,0.000244141,6.12905021,5.955837369,7.533158807,0.18961039,7.220164807,7.347529792,7.389913903,1,0,0,0,0,0,0,0.661634618,0.749826401,0.992222209,0.124479264,0.826354199,-0.563150724,0.24702218,-0.969009826,-0.455906694,-0.890027576,-0.930723931,-0.365722523,-0.939856058,0.341570769,-0.47873384,0.877960085,0.221921513,0.975064532,0.811539059,0.584298174,0.995105311,-0.098820139,0.680773409,-0.732494072
2/13/2013,0,12,3,12,7.792761721,0,1.143780332,0,0,1,0,0,0,0.00012207,6.444131257,6.12905021,7.62900389,0.371179039,7.081348377,7.302977633,7.383036623,0,1,0,0,0,0,0,0.674443619,0.738326354,0.995918996,0.09025161,0.796182864,-0.60505607,0.179766586,-0.983709294,-0.530730048,-0.847540923,-0.963470549,-0.267814305,-0.891981346,0.452072204,-0.353676122,0.935367949,0.369724543,0.929141411,0.89963087,0.436651232,0.958717817,-0.284359187,0.516062391,-0.856550996
2/14/2013,0,12,3,12,7.463936604,0,1.154314666,0,0,0,0,0,0,6.10E-05,7.792761721,6.444131257,7.296413269,2.856687898,7.124363234,7.315646014,7.393755281,0,0,1,0,0,0,0,0.687052767,0.726607525,0.998435421,0.05591699,0.763888613,-0.645348113,0.111659007,-0.99374658,-0.601624063,-0.798779373,-0.98594815,-0.167051626,-0.831170626,0.556017437,-0.221921513,0.975064532,0.508670944,0.860961016,0.961129784,0.276096973,0.888057323,-0.459732739,0.329408482,-0.944187509
2/15/2013,0,12,3,12,7.446585099,0,1.101642995,0,0,0,0,0,0,1,7.463936604,7.792761721,7.477604243,-0.280346821,7.154838546,7.327311121,7.395230389,0,0,0,1,0,0,0,0.699458327,0.714673386,0.999768502,0.021516097,0.729557554,-0.683919422,0.043022233,-0.999074115,-0.668063864,-0.74410394,-0.997917161,-0.064508449,-0.758305808,0.651898996,-0.085964799,0.996298175,0.635432301,0.772156584,0.994217907,0.107381347,0.785649855,-0.618671403,0.128748177,-0.99167732
2/16/2013,0,12,3,12,7.624130586,0,1.101642995,0,0,0,0,0,0,0.5,7.446585099,7.463936604,7.347943823,-0.017211704,7.148794879,7.32284063,7.381335837,0,0,0,0,1,0,0,0.711656622,0.702527474,0.999916659,-0.012910296,0.693281227,-0.72066715,-0.02581844,-0.999666649,-0.729557554,-0.683919422,-0.999250011,0.038722281,-0.674443619,0.738326354,0.051619667,0.998666816,0.746972088,0.664855398,0.997917161,-0.064508449,0.655156357,-0.755493314,-0.077386479,-0.99700117
2/17/2013,0,12,3,12,6.447305863,0,1.101642995,0,0,0,0,0,0,0.25,7.624130586,7.446585099,5.955837369,0.194395797,7.202767563,7.320668769,7.389563954,0,0,0,0,0,1,0,0.723644038,0.690173388,0.998879716,-0.047321388,0.655156357,-0.755493314,-0.09453675,-0.995521372,-0.785649855,-0.618671403,-0.989932495,0.141540295,-0.580800273,0.814046094,0.18822671,0.982125606,0.840618406,0.541627821,0.972118197,-0.23449139,0.501241813,-0.865307254,-0.280230675,-0.95993269
2/18/2013,0,12,3,12,7.495541944,0,1.101642995,0,0,0,0,0,0,0.125,6.447305863,7.624130586,6.12905021,-0.692082111,7.228492116,7.312124549,7.365095734,0,0,0,0,0,0,1,0.735417023,0.677614789,0.996658902,-0.081676395,0.6152846,-0.788305056,-0.162807013,-0.986657933,-0.835925479,-0.548842958,-0.970063922,0.242849722,-0.47873384,0.877960085,0.321269662,0.946987753,0.914127988,0.405425728,0.917583626,-0.397542814,0.329408482,-0.944187509,-0.471159508,-0.882048025
2/19/2013,0,12,3,12,7.562161631,0,1.130514874,0,0,0,0,0,0,0.0625,7.495541944,6.447305863,6.444131257,1.855555556,7.358648898,7.29180217,7.36177772,1,0,0,0,0,0,0,0.746972088,0.664855398,0.993256849,-0.1159346,0.573772268,-0.819014887,-0.23030567,-0.973118337,-0.880012204,-0.474951072,-0.939856058,0.341570769,-0.369724543,0.929141411,0.448229342,0.893918597,0.965739938,0.259511797,0.835925479,-0.548842958,0.145799197,-0.989314204,-0.642054713,-0.766658819
2/20/2013,0,12,3,12,7.717351272,0,1.06145646,0,0,0,0,0,0,0.03125,7.562161631,7.495541944,7.792761721,0.068927182,7.470061322,7.294474344,7.383305995,0,1,0,0,0,0,0,0.758305808,0.651898996,0.98867759,-0.150055398,0.530730048,-0.847540923,-0.296712819,-0.954966755,-0.917583626,-0.397542814,-0.89963087,0.436651232,-0.255353295,0.966847814,0.566701756,0.823923006,0.994217907,0.107381347,0.729557554,-0.683919422,-0.043022233,-0.999074115,-0.785649855,-0.618671403
